Author/s,Title,Publication Year,Lens ID,DOI,Citing Works Count
A.M. Shcherbakova; N.L. Gorbachevskaya,To the Jubilee of Tatiana Meshkova,2018,047-210-669-066-302,10.17759/cpse.2018070314,0
V A Barabanschikov; E V Suvorova,Human Emotional State Assessment Based on a Video Portrayal,2020,047-287-769-833-738,10.17759/exppsy.2020130401,9
E I Isaev,Деятельностный подход в педагогическом образовании: становление и реализация,2020,047-651-959-142-434,10.17759/pse.2020250509,7
I Y Kulagina; O.I. Ruzhina,"Body Image, Self-Esteem and The Risk of Disturbed Eating Behavior in Primary School Girls",2022,047-703-304-285-268,10.17759/cpp.2022300108,1
Ф С Сафуанов; А С Калашникова; А Е Царьков,Клинико-психологические факторы криминальной агрессии,2017,047-750-830-633-009,10.17759/psylaw.2017070405,7
I A Bedina; A A Burtsev;T V Kochetova,Main Models of Medical and Psychological Work for Prevention of Repeated Drunk Driving (International Experience),2022,047-797-957-399-676,10.17759/psylaw.2022120101,3
T A Egorenko; E M Rodina,The role of time perspective in professional self-determination of students,2015,047-916-054-941-283,10.17759/jmfp.2015040402,6
Galina U. Soldatova; O I Teslavskaia,"Videogames, academic performance and attention problems: practices and results of foreign empirical studies of children and adolescents",2017,048-019-852-205-383,10.17759/jmfp.2017060402,11
Dvoryanchikov; V N Makavieva; Z D Novikova,Specificity of sexual self-awareness in subjects with sexual identity disorder with personality disorders and transsexualism,2018,048-131-464-262-220,10.17759/cpse.2018070111,2
M.A. Khararbakhova; O.A. Musatova; E.M. Shpagina,Internet and Loneliness of Adolescents,2021,048-307-518-128-948,10.17759/psylaw.2021110401,4
I.I. Vartanova,Emotional Attitude to School and Self-Attitude in High School Students of Different Sex and Age,2020,048-401-026-684-869,10.17759/pse.2020250304,3
Yu.M. Zabrodin; V.E. Pakhalyan,The Problem of the Quality of Work Programs of a Practical Psychologist in Education and Criteria for their Assessment,2019,048-626-310-898-765,10.17759/bppe.2019040402,0
И.С. Поликанова; С.В. Леонов,Психофизиологические и молекулярно-генетические корреляты утомления,2016,048-652-307-482-127,10.17759/jmfp.2016050403,3
V V Rubtsov;A A Margolis; A A Shvedovskaya; V V Ponomareva,Scientometric Analysis of Scientific Publications in Cultural-Historical Psychology Research Area,2019,048-699-820-464-315,10.17759/chp.2019150412,7
F S Safuanov; Y O Perepravina; A D Chernenkov,Neuropsychological assessment at forensic psychological assessment of decision making capacity,2018,048-990-524-492-69X,10.17759/psylaw.2018080411,4
D.S. Pereverzeva; E I Braginets; Svetlana Tyushkevich; N.L. Gorbachevskaya,Effective Academic Performance Assessment in Children with Autism Spectrum Disorders,2020,049-007-091-244-799,10.17759/pse.2020250102,2
E G Sheina,Risk and safety problem of game environment in studies of foreign psychologies,2016,049-193-613-116-957,10.17759/jmfp.2016050102,2
L A Bogolyubskaya; O V Khukhlaeva,Research on the Relationship between Formation of Psychological Boundaries and Assertiveness in Primary School Children,2019,049-218-915-442-801,10.17759/pse.2019240103,1
Н Н Квашнина; И Н Коноплева,Взаимосвязь личностных качеств и эффективности профессиональной деятельности работников налоговых органов,2015,049-274-671-048-782,10.17759/psylaw.2015050306,0
M V Bulygina; S V Komarova,Grandparents and grandchildren (review of foreign studies),2019,049-275-995-187-548,10.17759/jmfp.2019080410,1
V.V. Gritsenko; A.D. Reznik; V.V. Konstantinov; I.V. Guzhva; T Y Marinova; R. Isralowitz,Psychological Resources for Coping with Fear of COVID-19 and Negative Psychological Emotional States among Students of Russia and Kazakhstan,2022,049-336-343-288-358,10.17759/chp.2022180405,0
L S Kuravsky; G A Yuryev; V I Zlatomrezhev; N E Yuryeva,Assessing the Aircraft Crew Actions with the Aid of a Human Factor Risk Model,2020,049-346-249-286-945,10.17759/exppsy.2020130211,14
M.A. Stepanova,Pedagogy of Exceptional Childhood by V.P. Kashchenko: to the 110th Anniversary of the Sanatorium-school for Retarded Abnormal Children by Dr. V.P. Kashchenko,2018,049-432-785-146-808,10.17759/cpse.2018070301,0
В В Вахнина; Л Н Костина; И В Ефимова,Динамика психоэмоционального состояния руководителей территориальных органов МВД России на районном уровне в процессе развивающего консультирования,2020,049-654-985-700-723,10.17759/psylaw.2020100405,0
V A Barabanschikov; E V Suvorova,Part-Whole Perception of Audiovideoimages of Multimodal Emotional States of a Person,2023,049-734-640-892-301,10.17759/exppsy.2022150401,1
L.V. Tsoy; I Y Kulagina,The Correlation of External Motivation and Agency Position in The Educational Activity of Primary School Students,2022,050-373-415-267-459,10.17759/psyedu.2022140101,5
И.Н. Погожина; М.В. Сергеева,Психологические показатели системы принятия решений в ситуациях коррупционного риска и их изменение в результате обучения,2022,050-452-487-281-175,10.17323/1813-8918-2022-3-587-605,0
A.B. Kholmogorova,From the Editor,2022,050-469-954-366-495,10.17759/cpp.2022300101,0
S V Alekhina,Inclusive Education: from Policy to Practice,2016,050-652-046-675-378,10.17759/pse.2016210112,45
A V Zhegallo,Recognition of peripherally exposed emotional expressions,2018,051-128-103-463-001,10.17759/exppsy.2018110202,3
Н Н Авдеева,Теория привязанности: современные исследования и перспективы,2017,051-361-481-857-842,10.17759/jmfp.2017060201,16
R A Turevskaya; I M Bannikova,Регрессивные явления в условиях игровой деятельности у детей с расстройствами аутистического спектра,2016,051-411-984-814-601,10.17759/cpp.2016240105,2
E Y Balashova,Perception of Time and Some Methodical Possibilities of Its Study in Clinical Psychological Research,2017,051-611-114-017-090,10.17759/cpse.2017060208,4
К В Сыроквашина; Д С Ошевский; В Д Бадмаева; Е Г Дозорцева; Евгений Вадимович Макушкин; Н А Александрова;С А Терехина; Е В Нуцкова; А А Федонкина; И А Чибисова; Е Ю Шкитырь,Факторы риска формирования суицидального поведения у детей и подростков (по результатам анализа региональных посмертных судебных экспертиз),2019,051-652-016-296-605,10.17759/psylaw.2019090105,8
N. Zyazina; N.O. Nikolaeva,"The Girls in Sport and Ballet: Eating Behavior, Attitude to Own Body, Interpersonal Interaction and Understanding of Themselves",2016,051-708-516-464-919,10.17759/cpse.2016050304,0
A N Kamnev; T A Mikhailova; I.B. Shilinа,Emotional Burnout and Stress in Social Workers,2024,052-054-164-417-778,10.17759/jmfp.2023120413,4
O S Bezrukavny,Problems of Psychological and Pedagogical Adaptation of Students in Transition to the Main School,2018,052-097-271-231-936,10.17759/psyedu.2018100301,4
В М Поздняков; Т В Мальцева; А О Бурцев,"Особенности субъективной витальности сотрудников МВД России, имеющих разный должностной статус",2020,052-262-117-527-313,10.17759/psylaw.2020100403,2
E. Nemzer; L.G. Borodina,Features of Relationship between Moral Judgments and Mental Model (on the Example of Adults with ASD),2022,052-412-629-149-513,10.17759/psylaw.2022120114,0
Inna Bovina;Dvoryanchikov; Gayamova S.Yu.; A V Milekhin; S V Budykin,Социальные представления и информационная безопасность детей и подростков: точка зрения учителей (Часть 3),2017,052-468-147-170-881,10.17759/psylaw.2017070311,1
S P Sanina; M.D. Rastorgueva,Communicative Learning Difficulties of Primary School Student's,2023,052-758-633-354-606,10.17759/pse.2023280511,2
Yu N Fedorova; Y.V. Mikadze; N. Burlakova; E.S. Ilyina,Movement Disorders in the Structure of the Different Mental Processes Types in Child with Opsoclonus-Myoclonus Syndrome,2020,052-807-902-828-91X,10.17759/cpse.2020090212,3
T A Egorenko,Learning Motivation as an Aspect of personality Self-Determination at the Stage of Pre-Professional Development,2019,053-060-535-616-846,10.17759/jmfp.2019080205,3
F.E. Vasilyuk,The Topography of the Subject Field of Christian Psychology,2016,053-529-927-787-80X,10.17759/cpp.2016240505,1
T V Ermolova; Aleksandr V. Litvinov; N V Savitskaya; O A Krukovskaya,COVID-19 and students' mental health: foreign studies,2021,053-546-233-765-109,10.17759/jmfp.2021100108,8
A V Yakushenko,"The Structure and Content of Social Representations of Lawyers, Psychologists and Journalists about Mentally Ill People",2015,053-592-441-958-105,10.17759/psyedu.2015070211,0
Ф С Сафуанов; Н В Докучаева,Особенности личности жертв противоправных посягательств в Интернете,2015,053-923-606-893-252,10.17759/psylaw.2015050407,8
V.G. Tylets; T.M. Krasnyanskaya,Психологические особенности представлений любителей произведений фантастического и детективного жанров о субъекте безопасности,2020,054-015-392-796-643,10.17759/exppsy.2020130314,8
L.G. Borodina,The Problem of Physical Aggression in Adults Diagnosed with Autism in Childhood,2021,054-096-981-652-370,10.17759/psylaw.2021110309,0
M.G. Sorokova,Digital Educational Environment in University: Who is More Comfortable Studying in It?,2020,054-102-009-706-891,10.17759/pse.2020250204,28
Ф С Сафуанов; Ю А Сарычева,Психотравмирующая ситуация как признак состава преступления по ст. 106 УК РФ (Убийство матерью новорожденного ребенка),2021,054-131-304-121-741,10.17759/psylaw.2021110214,1
